Epoch	Train-loss	Val-loss	Train-mIoU	Val-mIoU	learningRate
1		nan		nan		0.0000		0.0438		0.00020000
2		nan		nan		0.0000		0.0438		0.00020000
3		nan		nan		0.0000		0.0438		0.00020000
4		nan		nan		0.0000		0.0438		0.00020000
5		nan		nan		0.0000		0.0438		0.00020000
6		nan		nan		0.0000		0.0438		0.00020000
7		nan		nan		0.0000		0.0438		0.00020000
8		nan		nan		0.0000		0.0438		0.00020000
9		nan		nan		0.0000		0.0438		0.00020000
10		nan		nan		0.0000		0.0438		0.00020000
11		nan		nan		0.0000		0.0438		0.00020000
12		nan		nan		0.0000		0.0438		0.00016000
13		nan		nan		0.0000		0.0438		0.00016000
14		nan		nan		0.0000		0.0438		0.00016000
15		nan		nan		0.0000		0.0438		0.00016000
16		nan		nan		0.0000		0.0438		0.00016000
17		nan		nan		0.0000		0.0438		0.00016000
1		nan		nan		0.0000		0.0438		0.00020000
18		nan		nan		0.0000		0.0438		0.00016000
2		nan		nan		0.0000		0.0438		0.00020000
19		nan		nan		0.0000		0.0438		0.00016000
3		nan		nan		0.0000		0.0438		0.00020000
20		nan		nan		0.0000		0.0438		0.00016000
1		3.2576		nan		0.0000		0.0438		0.00020000
1		3.2584		nan		0.0000		0.0438		0.00020000
1		3.2577		3.2581		0.0000		0.9039		0.00020000
1		3.2582		3.2581		0.0000		0.2808		0.00020000
2		3.2582		3.2581		0.0000		0.0893		0.00020000
1		3.2582		3.2581		0.0000		0.1795		0.00020000
1		3.2582		3.2581		0.0000		0.2931		0.00020000
2		3.2582		3.2581		0.0000		0.0442		0.00020000
1		2.6120		2.3115		0.0000		1.1175		0.00020000
3		3.2582		3.2581		0.0000		0.0438		0.00020000
4		3.2582		3.2581		0.0000		0.0438		0.00020000
5		3.2582		3.2581		0.0000		0.0438		0.00020000
6		3.2582		3.2581		0.0000		0.0438		0.00020000
7		3.2582		3.2581		0.0000		0.0438		0.00020000
